date_time,is_holiday,air_pollution_index,humidity,wind_speed,wind_direction,visibility_in_miles,dew_point,temperature,rain_p_h,snow_p_h,clouds_all,weather_type,weather_description,traffic_volume
05-10-2012 21:00,None,161,27,4,160,9,9,279.65,0,0,75,Clouds,broken clouds,2971
05-10-2012 22:00,None,261,25,4,180,4,4,279.22,0,0,40,Clouds,scattered clouds,2450
05-10-2012 23:00,None,257,25,4,160,4,4,279.06,0,0,40,Clouds,scattered clouds,1832
06-10-2012 00:00,None,163,23,5,150,6,6,278.81,0,0,90,Clouds,overcast clouds,1231
06-10-2012 01:00,None,219,23,5,160,4,4,278.55,0,0,90,Clouds,overcast clouds,718
06-10-2012 02:00,None,31,25,4,150,7,7,278.59,0,0,90,Clouds,overcast clouds,545
06-10-2012 04:00,None,79,32,2,140,9,9,276.99,0,0,75,Clouds,broken clouds,411
06-10-2012 05:00,None,28,30,3,130,7,7,276.35,0,0,20,Clouds,few clouds,688
06-10-2012 06:00,None,110,37,3,130,1,1,275.4,0,0,1,Clear,sky is clear,1352
06-10-2012 07:00,None,171,42,3,140,9,9,275.17,0,0,1,Clear,sky is clear,2072
06-10-2012 08:00,None,148,45,5,140,3,3,274.99,0,0,1,Clear,sky is clear,3342
06-10-2012 09:00,None,97,45,5,140,2,2,275.09,0,0,40,Clouds,scattered clouds,4258
06-10-2012 10:00,None,46,48,5,140,2,2,276.88,0,0,20,Clouds,few clouds,4861
06-10-2012 11:00,None,180,24,2,194,7,7,278.04,0,0,20,Clouds,few clouds,5191
06-10-2012 12:00,None,269,24,0,248,6,6,279.08,0,0,40,Clouds,scattered clouds,5669
06-10-2012 13:00,None,280,31,4,239,6,6,280.12,0,0,75,Clouds,broken clouds,5074
06-10-2012 14:00,None,264,62,9,230,7,7,280.25,0,0,75,Clouds,broken clouds,5025
06-10-2012 15:00,None,149,70,5,240,5,5,280,0,0,75,Clouds,broken clouds,5153
06-10-2012 16:00,None,77,70,9,240,5,5,279.06,0,0,90,Clouds,overcast clouds,5024
06-10-2012 17:00,None,77,70,8,250,1,1,278.91,0,0,90,Clouds,overcast clouds,4779
06-10-2012 18:00,None,178,70,7,250,1,1,278.39,0,0,90,Clouds,overcast clouds,4362
06-10-2012 19:00,None,114,61,9,250,8,8,278.16,0,0,90,Clouds,overcast clouds,3860
06-10-2012 20:00,None,67,65,9,260,2,2,278.16,0,0,90,Clouds,overcast clouds,3160
06-10-2012 21:00,None,196,70,8,250,1,1,277.93,0,0,90,Clouds,overcast clouds,2992
06-10-2012 22:00,None,65,70,10,270,5,5,276.9,0,0,90,Clouds,overcast clouds,3202
06-10-2012 23:00,None,13,70,12,260,5,5,276.34,0,0,75,Clouds,broken clouds,1941
07-10-2012 00:00,None,294,70,10,260,2,2,276.11,0,0,75,Clouds,broken clouds,1233
07-10-2012 03:00,None,26,70,12,270,6,6,275.73,0,0,90,Clouds,overcast clouds,323
07-10-2012 04:00,None,246,70,8,260,7,7,275.65,0,0,90,Clouds,overcast clouds,312
07-10-2012 05:00,None,259,70,7,270,4,4,275.51,0,0,75,Clouds,broken clouds,627
07-10-2012 06:00,None,33,52,8,280,9,9,275.05,0,0,90,Clouds,overcast clouds,1508
07-10-2012 07:00,None,125,52,8,290,3,3,274.77,0,0,90,Clouds,overcast clouds,1539
07-10-2012 08:00,None,247,52,5,280,9,9,274.77,0,0,75,Clouds,broken clouds,2232
07-10-2012 09:00,None,178,56,7,290,7,7,275.55,0,0,75,Clouds,broken clouds,4568
07-10-2012 10:00,None,297,56,8,280,7,7,276.24,0,0,75,Clouds,broken clouds,4624
07-10-2012 11:00,None,250,56,7,290,1,1,277.01,0,0,90,Clouds,overcast clouds,4529
07-10-2012 12:00,None,299,56,9,270,5,5,277.43,0,0,90,Clouds,overcast clouds,5139
07-10-2012 13:00,None,260,56,8,270,5,5,278.45,0,0,90,Clouds,overcast clouds,6640
07-10-2012 14:00,None,174,28,8,275,8,8,279.27,0,0,90,Clouds,overcast clouds,6589
07-10-2012 15:00,None,150,56,9,280,1,1,279.27,0,0,90,Clouds,overcast clouds,4429
07-10-2012 16:00,None,129,60,7,280,7,7,279.44,0,0,90,Clouds,overcast clouds,4329
07-10-2012 17:00,None,170,64,6,270,5,5,279.32,0,0,90,Clouds,overcast clouds,3833
07-10-2012 18:00,None,114,69,5,260,4,4,279.27,0,0,90,Clouds,overcast clouds,4015
07-10-2012 19:00,None,101,80,4,260,1,1,278.11,0,0,90,Clouds,overcast clouds,3382
07-10-2012 20:00,None,213,80,5,250,2,2,276.79,0,0,75,Clouds,broken clouds,2815
07-10-2012 21:00,None,49,60,7,280,4,4,275.73,0,0,90,Clouds,overcast clouds,2110
07-10-2012 22:00,None,63,56,8,260,5,5,274.88,0,0,75,Clouds,broken clouds,1555
07-10-2012 23:00,None,98,45,8,290,9,9,273.92,0,0,20,Clouds,few clouds,959
08-10-2012 00:00,Columbus Day,144,45,9,300,5,5,273.08,0,0,20,Clouds,few clouds,455
08-10-2012 01:00,None,11,42,7,290,6,6,272.62,0,0,20,Clouds,few clouds,336
08-10-2012 02:00,None,106,42,8,280,7,7,271.78,0,0,1,Clear,sky is clear,265
08-10-2012 03:00,None,65,45,10,310,8,8,271.05,0,0,1,Clear,sky is clear,314
08-10-2012 04:00,None,133,48,7,300,6,6,270.63,0,0,1,Clear,sky is clear,779
08-10-2012 05:00,None,194,48,8,290,2,2,270.33,0,0,1,Clear,sky is clear,2571
08-10-2012 06:00,None,134,52,6,290,6,6,269.61,0,0,20,Clouds,few clouds,5563
08-10-2012 07:00,None,273,52,8,280,9,9,270.01,0,0,20,Clouds,few clouds,6676
08-10-2012 08:00,None,200,56,7,300,4,4,271.23,0,0,20,Clouds,few clouds,5966
08-10-2012 09:00,None,224,55,8,310,6,6,273.71,0,0,20,Clouds,few clouds,4832
08-10-2012 10:00,None,230,55,6,300,4,4,276.77,0,0,20,Clouds,few clouds,4395
08-10-2012 11:00,None,208,59,5,300,7,7,279.47,0,0,20,Clouds,few clouds,4411
08-10-2012 12:00,None,183,62,5,300,1,1,279.84,0,0,1,Clear,sky is clear,4648
08-10-2012 13:00,None,226,65,5,300,1,1,282.34,0,0,40,Clouds,scattered clouds,4602
08-10-2012 14:00,None,215,69,5,300,9,9,282.94,0,0,40,Clouds,scattered clouds,5125
08-10-2012 15:00,None,76,69,7,310,1,1,283.48,0,0,1,Clear,sky is clear,5502
08-10-2012 16:00,None,183,69,5,320,5,5,284.33,0,0,1,Clear,sky is clear,5979
08-10-2012 17:00,None,87,69,6,330,9,9,284.48,0,0,40,Clouds,scattered clouds,5663
08-10-2012 18:00,None,51,74,4,320,1,1,284.23,0,0,40,Clouds,scattered clouds,4259
08-10-2012 19:00,None,73,74,4,330,8,8,281.99,0,0,20,Clouds,few clouds,3069
08-10-2012 20:00,None,208,69,5,330,6,6,279.81,0,0,1,Clear,sky is clear,2378
08-10-2012 21:00,None,99,64,4,340,5,5,279.35,0,0,1,Clear,sky is clear,2030
08-10-2012 22:00,None,16,55,6,340,5,5,278.9,0,0,1,Clear,sky is clear,1400
08-10-2012 23:00,None,272,59,5,330,8,8,278.46,0,0,1,Clear,sky is clear,917
09-10-2012 00:00,None,131,41,4,340,8,8,277.78,0,0,1,Clear,sky is clear,515
09-10-2012 01:00,None,173,41,4,350,1,1,277.27,0,0,1,Clear,sky is clear,302
09-10-2012 02:00,None,125,41,4,310,9,9,277.47,0,0,1,Clear,sky is clear,251
09-10-2012 04:00,None,22,45,2,320,8,8,276.97,0,0,20,Clouds,few clouds,798
09-10-2012 05:00,None,29,41,5,350,7,7,276.52,0,0,40,Clouds,scattered clouds,2678
09-10-2012 06:00,None,210,38,3,350,8,8,276.6,0,0,40,Clouds,scattered clouds,5733
09-10-2012 07:00,None,263,38,2,360,4,4,277.31,0,0,75,Clouds,broken clouds,6449
09-10-2012 08:00,None,95,41,1,290,6,6,278.38,0,0,90,Clouds,overcast clouds,5765
09-10-2012 09:00,None,189,48,1,270,3,3,279.35,0,0,90,Clouds,overcast clouds,5599
09-10-2012 10:00,None,246,51,1,250,2,2,281.37,0,0,90,Clouds,overcast clouds,4534
09-10-2012 11:00,None,70,59,0,0,4,4,283.11,0,0,90,Clouds,overcast clouds,4691
09-10-2012 12:00,None,224,64,1,250,8,8,284.08,0,0,75,Clouds,broken clouds,5067
09-10-2012 13:00,None,224,69,0,0,4,4,285.14,0,0,75,Clouds,broken clouds,5030
09-10-2012 14:00,None,99,69,0,0,1,1,286.35,0,0,90,Clouds,overcast clouds,5300
09-10-2012 15:00,None,105,69,1,220,6,6,287.23,0,0,100,Rain,light rain,5777
09-10-2012 16:00,None,70,80,1,200,1,1,288.53,0,0,90,Clouds,overcast clouds,6349
09-10-2012 17:00,None,65,79,1,200,8,8,290.37,0,0,90,Clouds,overcast clouds,6127
09-10-2012 18:00,None,229,79,1,200,6,6,290.13,0,0,90,Clouds,overcast clouds,4460
09-10-2012 19:00,None,103,74,2,230,6,6,288.86,0,0,75,Clouds,broken clouds,3418
09-10-2012 20:00,None,49,74,0,0,4,4,287.36,0,0,90,Clouds,overcast clouds,2775
09-10-2012 21:00,None,257,74,3,220,1,1,285.11,0,0,90,Clouds,overcast clouds,2306
09-10-2012 22:00,None,226,51,5,230,2,2,283.46,0,0,90,Clouds,overcast clouds,1846
09-10-2012 23:00,None,163,44,4,230,4,4,282.45,0,0,90,Clouds,overcast clouds,947
10-10-2012 00:00,None,71,42,3,220,7,7,281.88,0,0,90,Clouds,overcast clouds,494
10-10-2012 01:00,None,249,31,4,230,3,3,281.78,0,0,90,Clouds,overcast clouds,332
10-10-2012 02:00,None,199,27,5,220,1,1,281.09,0,0,75,Clouds,broken clouds,261
10-10-2012 03:00,None,155,31,4,210,5,5,281.17,0,0,90,Clouds,overcast clouds,361
10-10-2012 06:00,None,19,25,4,210,3,3,281.25,0,0,92,Clear,sky is clear,5875
10-10-2012 07:00,None,139,21,6,220,2,2,281.25,0,0,99,Rain,light rain,6793
10-10-2012 07:00,None,69,23,3,220,3,3,281.25,0,0,99,Drizzle,light intensity drizzle,6793
10-10-2012 08:00,None,184,27,2,170,2,2,280.1,0,0,99,Rain,light rain,6283
10-10-2012 08:00,None,82,33,3,150,7,7,280.1,0,0,99,Drizzle,light intensity drizzle,6283
10-10-2012 09:00,None,248,33,3,160,3,3,279.61,0,0,99,Rain,light rain,5680
10-10-2012 09:00,None,188,36,3,170,6,6,279.61,0,0,99,Drizzle,light intensity drizzle,5680
10-10-2012 10:00,None,76,39,3,170,2,2,279.67,0,0,99,Clear,sky is clear,4632
10-10-2012 11:00,None,90,45,2,130,2,2,280.19,0,0,1,Clear,sky is clear,4887
10-10-2012 12:00,None,86,51,2,140,3,3,282.09,0,0,75,Clouds,broken clouds,5030
10-10-2012 13:00,None,257,42,2,200,7,7,282.26,0,0,75,Clouds,broken clouds,5067
10-10-2012 14:00,None,204,45,2,195,9,9,282.05,0,0,90,Clouds,overcast clouds,5227
10-10-2012 15:00,None,77,48,3,190,2,2,281.59,0,0,90,Clouds,overcast clouds,5610
10-10-2012 16:00,None,65,52,2,190,2,2,281.23,0,0,81,Clear,sky is clear,6286
10-10-2012 18:00,None,108,52,2,180,8,8,282.6,0,0,81,Clear,sky is clear,4775
10-10-2012 19:00,None,279,56,2,190,8,8,282.6,0,0,81,Clear,sky is clear,3340
10-10-2012 20:00,None,85,52,3,170,7,7,282.6,0,0,81,Clear,sky is clear,3013
10-10-2012 21:00,None,75,52,2,170,6,6,282.6,0,0,81,Clear,sky is clear,2603
10-10-2012 22:00,None,42,49,3,150,9,9,282.6,0,0,81,Clear,sky is clear,1910
10-10-2012 23:00,None,278,43,4,180,5,5,282.6,0,0,81,Clear,sky is clear,1037
11-10-2012 01:00,None,39,43,4,180,4,4,273.9,0,0,1,Clear,sky is clear,347
11-10-2012 03:00,None,35,43,5,170,4,4,274.4,0,0,75,Clouds,broken clouds,350
11-10-2012 04:00,None,219,43,4,180,8,8,274.05,0,0,75,Clouds,broken clouds,850
11-10-2012 05:00,None,278,41,5,200,5,5,273.71,0,0,40,Clouds,scattered clouds,2791
11-10-2012 06:00,None,132,41,4,200,6,6,272.66,0,0,1,Clear,sky is clear,5809
11-10-2012 07:00,None,42,27,5,210,1,1,272.65,0,0,1,Clear,sky is clear,6798
11-10-2012 08:00,None,152,31,4,260,8,8,272.52,0,0,1,Clear,sky is clear,6304
11-10-2012 09:00,None,154,36,6,280,8,8,275.19,0,0,20,Clouds,few clouds,5291
11-10-2012 10:00,None,271,44,6,280,9,9,275.34,0,0,1,Clear,sky is clear,4638
11-10-2012 14:00,None,14,47,7,300,8,8,284.1,0,0,50,Clear,sky is clear,5557
11-10-2012 15:00,None,170,54,7,300,1,1,284.1,0,0,50,Clear,sky is clear,5818
11-10-2012 16:00,None,153,53,2,290,2,2,283.78,0,0,75,Clouds,broken clouds,6272
11-10-2012 17:00,None,161,57,1,230,9,9,283.52,0,0,75,Clouds,broken clouds,5944
11-10-2012 18:00,None,14,57,2,220,3,3,283.32,0,0,90,Clouds,overcast clouds,4949
11-10-2012 19:00,None,204,61,1,220,7,7,282.06,0,0,90,Clouds,overcast clouds,3511
11-10-2012 20:00,None,134,61,3,220,6,6,281.95,0,0,90,Clouds,overcast clouds,3039
11-10-2012 21:00,None,85,63,2,253,5,5,281.81,0,0,90,Clouds,overcast clouds,2679
11-10-2012 22:00,None,178,65,1,286,3,3,282.16,0,0,90,Clouds,overcast clouds,2094
11-10-2012 23:00,None,226,68,0,320,4,4,282.53,0,0,90,Clouds,overcast clouds,1284
12-10-2012 00:00,None,192,66,3,260,6,6,283.91,0,0,90,Clouds,overcast clouds,630
12-10-2012 01:00,None,122,65,7,310,6,6,284.64,0,0,90,Clouds,overcast clouds,410
12-10-2012 02:00,None,285,87,4,280,3,3,284.61,0,0,90,Clouds,overcast clouds,331
12-10-2012 03:00,None,187,75,3,217,6,6,283.18,0,0,72,Drizzle,light intensity drizzle,372
12-10-2012 04:00,None,134,75,5,260,8,8,282.26,0,0,72,Rain,light rain,739
12-10-2012 05:00,None,208,57,7,270,7,7,280.77,0,0,72,Drizzle,light intensity drizzle,2561
12-10-2012 06:00,None,147,39,9,270,1,1,278.53,0,0,75,Clouds,broken clouds,5586
12-10-2012 07:00,None,227,42,6,290,1,1,277.64,0,0,75,Clouds,broken clouds,6992
12-10-2012 08:00,None,177,42,6,270,8,8,277.9,0,0,90,Clouds,overcast clouds,5860
12-10-2012 09:00,None,143,49,4,313,9,9,278.18,0,0,90,Clouds,overcast clouds,5230
12-10-2012 10:00,None,170,47,5,305,8,8,279.29,0,0,75,Clouds,broken clouds,4864
12-10-2012 11:00,None,281,45,7,297,4,4,280.45,0,0,75,Clouds,broken clouds,5146
12-10-2012 12:00,None,289,45,7,297,4,4,280.95,0,0,40,Clouds,scattered clouds,5526
12-10-2012 13:00,None,257,45,7,297,3,3,281.74,0,0,40,Clouds,scattered clouds,5383
12-10-2012 14:00,None,231,45,7,297,7,7,281.84,0,0,75,Clouds,broken clouds,5758
12-10-2012 15:00,None,181,45,7,297,1,1,282.45,0,0,75,Clouds,broken clouds,5889
12-10-2012 16:00,None,268,45,7,297,1,1,282.2,0,0,75,Clouds,broken clouds,6057
12-10-2012 17:00,None,265,57,5,288,2,2,281.54,0,0,40,Clouds,scattered clouds,6028
12-10-2012 18:00,None,177,69,3,280,4,4,280.21,0,0,20,Clouds,few clouds,5257
12-10-2012 23:00,None,129,66,4,285,1,1,282.2,0,0,56,Clear,sky is clear,1897
13-10-2012 00:00,None,28,64,4,290,5,5,272.58,0,0,1,Clear,sky is clear,1335
13-10-2012 01:00,None,256,64,4,300,2,2,272.06,0,0,1,Clear,sky is clear,769
13-10-2012 02:00,None,214,64,3,280,5,5,270.99,0,0,1,Clear,sky is clear,570
13-10-2012 03:00,None,76,74,3,260,5,5,270.29,0,0,20,Clouds,few clouds,413
13-10-2012 04:00,None,194,74,2,260,6,6,269.48,0,0,1,Clear,sky is clear,399
13-10-2012 05:00,None,117,86,2,260,9,9,269.27,0,0,1,Clear,sky is clear,740
13-10-2012 06:00,None,174,64,2,270,3,3,268.91,0,0,1,Clear,sky is clear,1420
13-10-2012 07:00,None,130,80,1,240,3,3,268.98,0,0,75,Clouds,broken clouds,2220
13-10-2012 08:00,None,93,68,2,244,3,3,269.23,0,0,40,Clouds,scattered clouds,3479
13-10-2012 09:00,None,270,57,3,248,2,2,272.61,0,0,40,Clouds,scattered clouds,4546
13-10-2012 10:00,None,116,45,3,252,8,8,276.78,0,0,20,Clouds,few clouds,4579
13-10-2012 11:00,None,132,34,4,257,6,6,279.22,0,0,1,Clear,sky is clear,4438
13-10-2012 12:00,None,82,34,4,257,6,6,280.35,0,0,1,Clear,sky is clear,4623
13-10-2012 13:00,None,163,29,6,260,5,5,281.81,0,0,1,Clear,sky is clear,4440
13-10-2012 14:00,None,298,29,4,250,8,8,283.05,0,0,1,Clear,sky is clear,4495
13-10-2012 15:00,None,106,34,2,220,9,9,283.96,0,0,1,Clear,sky is clear,4483
13-10-2012 16:00,None,287,39,2,140,2,2,284.53,0,0,1,Clear,sky is clear,4591
13-10-2012 17:00,None,263,39,3,130,5,5,284.44,0,0,1,Clear,sky is clear,4477
13-10-2012 18:00,None,91,42,2,120,3,3,283.64,0,0,1,Clear,sky is clear,4221
13-10-2012 19:00,None,26,37,3,150,3,3,281.85,0,0,20,Clouds,few clouds,3672
13-10-2012 20:00,None,189,37,4,160,6,6,281.38,0,0,1,Clear,sky is clear,3015
13-10-2012 21:00,None,225,32,5,190,1,1,281.84,0,0,75,Clouds,broken clouds,2769
13-10-2012 22:00,None,31,34,7,210,8,8,282.23,0,0,90,Clouds,overcast clouds,2875
13-10-2012 23:00,None,245,37,6,220,6,6,282.18,0,0,90,Clouds,overcast clouds,1931
14-10-2012 00:00,None,220,37,6,240,4,4,282.49,0,0,90,Clouds,overcast clouds,1309
14-10-2012 01:00,None,295,40,3,270,1,1,282.54,0,0,90,Clouds,overcast clouds,870
14-10-2012 02:00,None,216,43,5,320,2,2,282.58,0,0,90,Clouds,overcast clouds,654
14-10-2012 03:00,None,264,52,6,350,8,8,282.23,0,0,90,Clouds,overcast clouds,364
14-10-2012 04:00,None,20,80,3,360,9,9,282.08,0,0,90,Clouds,overcast clouds,262
14-10-2012 05:00,None,43,75,5,350,4,4,282.23,0,0,90,Clouds,overcast clouds,505
14-10-2012 06:00,None,130,75,7,350,4,4,282.24,0,0,90,Clouds,overcast clouds,861
14-10-2012 07:00,None,245,60,5,360,4,4,282.24,0,0,90,Clouds,overcast clouds,1132
14-10-2012 08:00,None,192,52,6,330,1,1,282.24,0,0,57,Mist,mist,1797
14-10-2012 09:00,None,87,42,9,330,3,3,282.43,0,0,57,Drizzle,light intensity drizzle,2685
14-10-2012 09:00,None,132,37,5,350,8,8,282.43,0,0,57,Mist,mist,2685
14-10-2012 09:00,None,285,26,7,330,7,7,282.43,0,0,57,Haze,haze,2685
14-10-2012 10:00,None,217,25,6,320,6,6,282.33,0,0,57,Drizzle,light intensity drizzle,3370
14-10-2012 10:00,None,195,26,5,320,6,6,282.33,0,0,57,Mist,mist,3370
14-10-2012 11:00,None,26,21,5,350,6,6,282.82,0,0,57,Drizzle,light intensity drizzle,3662
14-10-2012 11:00,None,299,24,7,330,2,2,282.82,0,0,57,Mist,mist,3662
14-10-2012 12:00,None,263,25,6,328,7,7,283.33,0,0,57,Mist,mist,4076
14-10-2012 12:00,None,108,26,6,327,8,8,283.33,0,0,57,Rain,light rain,4076
14-10-2012 12:00,None,156,28,6,326,1,1,283.33,0,0,57,Drizzle,light intensity drizzle,4076
14-10-2012 13:00,None,123,29,6,325,1,1,283.75,0,0,93,Rain,light rain,4128
14-10-2012 13:00,None,106,31,5,324,4,4,283.75,0,0,93,Mist,mist,4128
14-10-2012 13:00,None,179,74,0,0,2,2,283.75,0,0,93,Drizzle,light intensity drizzle,4128
14-10-2012 14:00,None,208,59,1,340,2,2,284.09,0,0,93,Mist,mist,4358
